"","Batch","TIMESTAMP","pH","EC","DO","Temp","CO2","Reactor_information","Experiment"
"246","PW1MMW16","1/30/2016 6:50",8.45,0.732,9.81,2.486,11.76,"Traditional 1","UAMMW"
"247","PW1MMW16","1/30/2016 7:00",8.45,0.731,9.84,2.392,11.76,"Traditional 1","UAMMW"
"248","PW1MMW16","1/30/2016 7:10",8.45,0.731,9.86,2.299,11.76,"Traditional 1","UAMMW"
"249","PW1MMW16","1/30/2016 7:20",8.45,0.731,9.9,2.21,11.79,"Traditional 1","UAMMW"
"250","PW1MMW16","1/30/2016 7:30",8.11,0.731,9.96,2.134,12.37,"Traditional 1","UAMMW"
"251","PW1MMW16","1/30/2016 7:40",7.931,0.732,10.07,2.065,12.37,"Traditional 1","UAMMW"
"252","PW1MMW16","1/30/2016 7:50",7.968,0.744,10.25,2.03,12.37,"Traditional 1","UAMMW"
"253","PW1MMW16","1/30/2016 8:00",8.02,0.747,10.49,2.021,12.37,"Traditional 1","UAMMW"
"254","PW1MMW16","1/30/2016 8:10",7.972,0.75,10.73,2.029,12.6,"Traditional 1","UAMMW"
"255","PW1MMW16","1/30/2016 8:20",7.998,0.752,10.97,2.082,12.6,"Traditional 1","UAMMW"
"256","PW1MMW16","1/30/2016 8:30",8,0.754,11.2,2.156,12.83,"Traditional 1","UAMMW"
"257","PW1MMW16","1/30/2016 8:40",7.978,0.757,11.39,2.261,12.83,"Traditional 1","UAMMW"
"258","PW1MMW16","1/30/2016 8:50",8.03,0.758,11.55,2.411,13.03,"Traditional 1","UAMMW"
"259","PW1MMW16","1/30/2016 9:00",7.965,0.76,11.7,2.601,13.07,"Traditional 1","UAMMW"
"260","PW1MMW16","1/30/2016 9:10",7.995,0.754,11.73,2.997,13.07,"Traditional 1","UAMMW"
"261","PW1MMW16","1/30/2016 9:20",8.01,0.744,12,3.43,13.31,"Traditional 1","UAMMW"
"262","PW1MMW16","1/30/2016 9:30",7.978,0.746,12.06,3.739,13.31,"Traditional 1","UAMMW"
"263","PW1MMW16","1/30/2016 9:40",8.02,0.747,12.15,3.929,13.31,"Traditional 1","UAMMW"
"264","PW1MMW16","1/30/2016 9:50",7.978,0.748,12.23,4.271,13.53,"Traditional 1","UAMMW"
"265","PW1MMW16","1/30/2016 10:00",7.999,0.75,12.22,4.641,13.53,"Traditional 1","UAMMW"
"266","PW1MMW16","1/30/2016 10:10",8.01,0.752,12.2,5.062,13.75,"Traditional 1","UAMMW"
"267","PW1MMW16","1/30/2016 10:20",7.978,0.754,12.1,5.5,13.75,"Traditional 1","UAMMW"
"268","PW1MMW16","1/30/2016 10:30",8.02,0.754,12,5.945,13.75,"Traditional 1","UAMMW"
"269","PW1MMW16","1/30/2016 10:40",7.978,0.749,11.67,6.416,13.96,"Traditional 1","UAMMW"
"270","PW1MMW16","1/30/2016 10:50",7.996,0.751,11.44,6.898,13.96,"Traditional 1","UAMMW"
"271","PW1MMW16","1/30/2016 11:00",8.01,0.756,11.32,7.351,14.19,"Traditional 1","UAMMW"
"272","PW1MMW16","1/30/2016 11:10",7.978,0.76,11.24,7.84,14.19,"Traditional 1","UAMMW"
"273","PW1MMW16","1/30/2016 11:20",8.02,0.761,11.14,8.32,14.23,"Traditional 1","UAMMW"
"274","PW1MMW16","1/30/2016 11:30",7.979,0.761,11.03,8.79,14.39,"Traditional 1","UAMMW"
"275","PW1MMW16","1/30/2016 11:40",8.02,0.76,10.94,9.49,14.39,"Traditional 1","UAMMW"
"276","PW1MMW16","1/30/2016 11:50",7.986,0.761,10.84,9.75,14.6,"Traditional 1","UAMMW"
"277","PW1MMW16","1/30/2016 12:00",8.01,0.762,10.82,10.21,14.6,"Traditional 1","UAMMW"
"278","PW1MMW16","1/30/2016 12:10",7.987,0.763,10.85,10.7,14.81,"Traditional 1","UAMMW"
"279","PW1MMW16","1/30/2016 12:20",8.02,0.764,10.84,11.17,14.96,"Traditional 1","UAMMW"
"280","PW1MMW16","1/30/2016 12:30",7.983,0.763,10.81,11.63,15.01,"Traditional 1","UAMMW"
"281","PW1MMW16","1/30/2016 12:40",8.01,0.765,10.74,12.09,15.21,"Traditional 1","UAMMW"
"282","PW1MMW16","1/30/2016 12:50",8,0.765,10.7,12.57,15.21,"Traditional 1","UAMMW"
"283","PW1MMW16","1/30/2016 13:00",7.995,0.766,10.86,13.02,15.41,"Traditional 1","UAMMW"
"284","PW1MMW16","1/30/2016 13:10",8.01,0.766,10.96,13.43,15.59,"Traditional 1","UAMMW"
"285","PW1MMW16","1/30/2016 13:20",8.01,0.768,11.19,13.87,15.79,"Traditional 1","UAMMW"
"286","PW1MMW16","1/30/2016 13:30",7.998,0.768,11.33,14.29,15.79,"Traditional 1","UAMMW"
"287","PW1MMW16","1/30/2016 13:40",8,0.767,11.28,14.68,15.98,"Traditional 1","UAMMW"
"288","PW1MMW16","1/30/2016 13:50",8.01,0.768,11.32,15.09,16.17,"Traditional 1","UAMMW"
"289","PW1MMW16","1/30/2016 14:00",8.01,0.768,11.56,15.46,16.37,"Traditional 1","UAMMW"
"290","PW1MMW16","1/30/2016 14:10",8.01,0.77,11.63,15.74,16.56,"Traditional 1","UAMMW"
"291","PW1MMW16","1/30/2016 14:20",8.01,0.771,11.74,16.03,16.75,"Traditional 1","UAMMW"
"292","PW1MMW16","1/30/2016 14:30",8.01,0.77,11.86,16.3,16.94,"Traditional 1","UAMMW"
"293","PW1MMW16","1/30/2016 14:40",8.01,0.77,11.95,16.51,17.13,"Traditional 1","UAMMW"
"294","PW1MMW16","1/30/2016 14:50",8.01,0.771,12.07,16.72,17.31,"Traditional 1","UAMMW"
"295","PW1MMW16","1/30/2016 15:00",8.01,0.771,12.15,16.92,17.5,"Traditional 1","UAMMW"
"296","PW1MMW16","1/30/2016 15:10",8.01,0.771,12.1,17.08,17.75,"Traditional 1","UAMMW"
"297","PW1MMW16","1/30/2016 15:20",8.01,0.772,11.82,17.23,18.09,"Traditional 1","UAMMW"
"298","PW1MMW16","1/30/2016 15:30",8,0.773,12.17,17.31,18.29,"Traditional 1","UAMMW"
"299","PW1MMW16","1/30/2016 15:40",8,0.775,12.03,17.36,18.49,"Traditional 1","UAMMW"
"300","PW1MMW16","1/30/2016 15:50",8.01,0.774,11.7,17.29,18.66,"Traditional 1","UAMMW"
"301","PW1MMW16","1/30/2016 16:00",8.01,0.775,11.59,17.24,18.85,"Traditional 1","UAMMW"
"302","PW1MMW16","1/30/2016 16:10",8.01,0.774,11.79,17.21,19.04,"Traditional 1","UAMMW"
"303","PW1MMW16","1/30/2016 16:20",8.01,0.775,11.53,17.08,19.22,"Traditional 1","UAMMW"
"304","PW1MMW16","1/30/2016 16:30",8.01,0.773,11.44,16.98,19.41,"Traditional 1","UAMMW"
"305","PW1MMW16","1/30/2016 16:40",8.01,0.771,11.42,16.88,19.59,"Traditional 1","UAMMW"
"306","PW1MMW16","1/30/2016 16:50",8.01,0.771,11.31,16.78,19.76,"Traditional 1","UAMMW"
"307","PW1MMW16","1/30/2016 17:00",8.01,0.776,11.27,16.64,19.93,"Traditional 1","UAMMW"
"308","PW1MMW16","1/30/2016 17:10",8.01,0.776,11.07,16.47,20.1,"Traditional 1","UAMMW"
"309","PW1MMW16","1/30/2016 17:20",7.993,0.775,10.79,16.3,20.1,"Traditional 1","UAMMW"
"310","PW1MMW16","1/30/2016 17:30",7.997,0.774,10.47,16.11,20.27,"Traditional 1","UAMMW"
"311","PW1MMW16","1/30/2016 17:40",8.01,0.775,10.13,15.89,20.27,"Traditional 1","UAMMW"
"312","PW1MMW16","1/30/2016 17:50",8.01,0.775,9.77,15.67,20.43,"Traditional 1","UAMMW"
"313","PW1MMW16","1/30/2016 18:00",7.984,0.775,9.44,15.5,20.43,"Traditional 1","UAMMW"
"314","PW1MMW16","1/30/2016 18:10",8.02,0.773,9.14,15.33,20.43,"Traditional 1","UAMMW"
"315","PW1MMW16","1/30/2016 18:20",8.02,0.77,8.88,15.16,20.49,"Traditional 1","UAMMW"
"316","PW1MMW16","1/30/2016 18:30",7.992,0.763,8.68,15,20.49,"Traditional 1","UAMMW"
"317","PW1MMW16","1/30/2016 18:40",8.02,0.761,8.44,14.87,20.49,"Traditional 1","UAMMW"
"318","PW1MMW16","1/30/2016 18:50",8.04,0.76,8.29,14.74,20.49,"Traditional 1","UAMMW"
"319","PW1MMW16","1/30/2016 19:00",8.06,0.76,8.18,14.56,20.49,"Traditional 1","UAMMW"
"320","PW1MMW16","1/30/2016 19:10",8.08,0.76,8.08,14.4,20.49,"Traditional 1","UAMMW"
"321","PW1MMW16","1/30/2016 19:20",8.1,0.759,8.01,14.23,20.49,"Traditional 1","UAMMW"
"322","PW1MMW16","1/30/2016 19:30",8.12,0.759,7.969,14.05,20.49,"Traditional 1","UAMMW"
"323","PW1MMW16","1/30/2016 19:40",8.14,0.758,7.939,13.88,20.49,"Traditional 1","UAMMW"
"324","PW1MMW16","1/30/2016 19:50",8.15,0.757,7.921,13.71,20.49,"Traditional 1","UAMMW"
"325","PW1MMW16","1/30/2016 20:00",8.16,0.756,7.915,13.52,20.49,"Traditional 1","UAMMW"
"326","PW1MMW16","1/30/2016 20:10",8.17,0.757,7.92,13.34,20.49,"Traditional 1","UAMMW"
"327","PW1MMW16","1/30/2016 20:20",8.18,0.757,7.932,13.17,20.49,"Traditional 1","UAMMW"
"328","PW1MMW16","1/30/2016 20:30",8.2,0.757,7.949,13,20.49,"Traditional 1","UAMMW"
"329","PW1MMW16","1/30/2016 20:40",8.21,0.756,7.969,12.81,20.49,"Traditional 1","UAMMW"
"330","PW1MMW16","1/30/2016 20:50",8.21,0.756,7.996,12.62,20.49,"Traditional 1","UAMMW"
"331","PW1MMW16","1/30/2016 21:00",8.22,0.756,8.02,12.46,20.49,"Traditional 1","UAMMW"
"332","PW1MMW16","1/30/2016 21:10",8.23,0.755,8.05,12.31,20.49,"Traditional 1","UAMMW"
"333","PW1MMW16","1/30/2016 21:20",8.24,0.755,8.09,12.15,20.49,"Traditional 1","UAMMW"
"334","PW1MMW16","1/30/2016 21:30",8.24,0.755,8.13,12,20.49,"Traditional 1","UAMMW"
"335","PW1MMW16","1/30/2016 21:40",8.25,0.754,8.16,11.84,20.49,"Traditional 1","UAMMW"
"336","PW1MMW16","1/30/2016 21:50",8.26,0.754,8.2,11.7,20.49,"Traditional 1","UAMMW"
"337","PW1MMW16","1/30/2016 22:00",8.26,0.754,8.23,11.54,20.49,"Traditional 1","UAMMW"
"338","PW1MMW16","1/30/2016 22:10",8.27,0.754,8.27,11.39,20.49,"Traditional 1","UAMMW"
"339","PW1MMW16","1/30/2016 22:20",8.28,0.754,8.3,11.23,20.49,"Traditional 1","UAMMW"
"340","PW1MMW16","1/30/2016 22:30",8.28,0.753,8.33,11.08,20.49,"Traditional 1","UAMMW"
"341","PW1MMW16","1/30/2016 22:40",8.28,0.753,8.37,10.92,20.49,"Traditional 1","UAMMW"
"342","PW1MMW16","1/30/2016 22:50",8.29,0.752,8.41,10.74,20.49,"Traditional 1","UAMMW"
"343","PW1MMW16","1/30/2016 23:00",8.29,0.752,8.45,10.59,20.49,"Traditional 1","UAMMW"
"344","PW1MMW16","1/30/2016 23:10",8.3,0.752,8.49,10.44,20.49,"Traditional 1","UAMMW"
"345","PW1MMW16","1/30/2016 23:20",8.3,0.752,8.53,10.3,20.49,"Traditional 1","UAMMW"
"346","PW1MMW16","1/30/2016 23:30",8.31,0.752,8.56,10.13,20.49,"Traditional 1","UAMMW"
"347","PW1MMW16","1/30/2016 23:40",8.31,0.753,8.59,9.98,20.49,"Traditional 1","UAMMW"
"348","PW1MMW16","1/30/2016 23:50",8.32,0.754,8.63,9.83,20.49,"Traditional 1","UAMMW"
"349","PW1MMW16","1/31/2016 0:00",8.32,0.753,8.67,9.67,20.49,"Traditional 1","UAMMW"
"350","PW1MMW16","1/31/2016 0:10",8.32,0.754,8.71,9.51,20.49,"Traditional 1","UAMMW"
"351","PW1MMW16","1/31/2016 0:20",8.33,0.754,8.74,9.37,20.49,"Traditional 1","UAMMW"
"352","PW1MMW16","1/31/2016 0:30",8.33,0.753,8.78,9.25,20.49,"Traditional 1","UAMMW"
"353","PW1MMW16","1/31/2016 0:40",8.33,0.753,8.81,9.11,20.49,"Traditional 1","UAMMW"
"354","PW1MMW16","1/31/2016 0:50",8.33,0.753,8.84,8.94,20.49,"Traditional 1","UAMMW"
"355","PW1MMW16","1/31/2016 1:00",8.34,0.753,8.87,8.8,20.49,"Traditional 1","UAMMW"
"356","PW1MMW16","1/31/2016 1:10",8.34,0.753,8.91,8.65,20.49,"Traditional 1","UAMMW"
"357","PW1MMW16","1/31/2016 1:20",8.34,0.752,8.94,8.51,20.49,"Traditional 1","UAMMW"
"358","PW1MMW16","1/31/2016 1:30",8.34,0.752,8.98,8.36,20.49,"Traditional 1","UAMMW"
"359","PW1MMW16","1/31/2016 1:40",8.35,0.751,9.01,8.22,20.49,"Traditional 1","UAMMW"
"360","PW1MMW16","1/31/2016 1:50",8.35,0.75,9.05,8.08,20.49,"Traditional 1","UAMMW"
"361","PW1MMW16","1/31/2016 2:00",8.35,0.75,9.08,7.942,20.49,"Traditional 1","UAMMW"
"362","PW1MMW16","1/31/2016 2:10",8.35,0.75,9.12,7.829,20.49,"Traditional 1","UAMMW"
"363","PW1MMW16","1/31/2016 2:20",8.35,0.75,9.15,7.683,20.49,"Traditional 1","UAMMW"
"364","PW1MMW16","1/31/2016 2:30",8.35,0.749,9.19,7.551,20.49,"Traditional 1","UAMMW"
"365","PW1MMW16","1/31/2016 2:40",8.36,0.749,9.22,7.416,20.49,"Traditional 1","UAMMW"
"366","PW1MMW16","1/31/2016 2:50",8.36,0.749,9.25,7.277,20.49,"Traditional 1","UAMMW"
"367","PW1MMW16","1/31/2016 3:00",8.36,0.749,9.28,7.157,20.49,"Traditional 1","UAMMW"
"368","PW1MMW16","1/31/2016 3:10",8.36,0.749,9.31,7.035,20.49,"Traditional 1","UAMMW"
"369","PW1MMW16","1/31/2016 3:20",8.37,0.749,9.34,6.919,20.49,"Traditional 1","UAMMW"
"370","PW1MMW16","1/31/2016 3:30",8.37,0.749,9.37,6.802,20.49,"Traditional 1","UAMMW"
"371","PW1MMW16","1/31/2016 3:40",8.37,0.749,9.41,6.671,20.49,"Traditional 1","UAMMW"
"372","PW1MMW16","1/31/2016 3:50",8.37,0.748,9.44,6.577,20.49,"Traditional 1","UAMMW"
"373","PW1MMW16","1/31/2016 4:00",8.38,0.748,9.47,6.447,20.49,"Traditional 1","UAMMW"
"374","PW1MMW16","1/31/2016 4:10",8.38,0.747,9.5,6.349,20.49,"Traditional 1","UAMMW"
"375","PW1MMW16","1/31/2016 4:20",8.38,0.747,9.53,6.245,20.49,"Traditional 1","UAMMW"
"376","PW1MMW16","1/31/2016 4:30",8.38,0.747,9.55,6.124,20.49,"Traditional 1","UAMMW"
"377","PW1MMW16","1/31/2016 4:40",8.39,0.746,9.58,6,20.49,"Traditional 1","UAMMW"
"378","PW1MMW16","1/31/2016 4:50",8.39,0.746,9.61,5.908,20.49,"Traditional 1","UAMMW"
"379","PW1MMW16","1/31/2016 5:00",8.39,0.746,9.64,5.78,20.49,"Traditional 1","UAMMW"
"380","PW1MMW16","1/31/2016 5:10",8.39,0.746,9.67,5.678,20.49,"Traditional 1","UAMMW"
"381","PW1MMW16","1/31/2016 5:20",8.39,0.746,9.7,5.575,20.49,"Traditional 1","UAMMW"
"382","PW1MMW16","1/31/2016 5:30",8.4,0.745,9.72,5.472,20.49,"Traditional 1","UAMMW"
"383","PW1MMW16","1/31/2016 5:40",8.4,0.745,9.76,5.37,20.49,"Traditional 1","UAMMW"
"384","PW1MMW16","1/31/2016 5:50",8.4,0.745,9.78,5.285,20.49,"Traditional 1","UAMMW"
"385","PW1MMW16","1/31/2016 6:00",8.4,0.746,9.81,5.18,20.49,"Traditional 1","UAMMW"
"386","PW1MMW16","1/31/2016 6:10",8.41,0.745,9.84,5.086,20.49,"Traditional 1","UAMMW"
"387","PW1MMW16","1/31/2016 6:20",8.41,0.744,9.87,4.978,20.49,"Traditional 1","UAMMW"
"388","PW1MMW16","1/31/2016 6:30",8.41,0.744,9.9,4.883,20.49,"Traditional 1","UAMMW"
"389","PW1MMW16","1/31/2016 6:40",8.41,0.744,9.92,4.826,20.49,"Traditional 1","UAMMW"
"390","PW1MMW16","1/31/2016 6:50",8.41,0.744,9.95,4.749,20.49,"Traditional 1","UAMMW"
"391","PW1MMW16","1/31/2016 7:00",8.42,0.744,9.98,4.669,20.49,"Traditional 1","UAMMW"
"392","PW1MMW16","1/31/2016 7:10",8.42,0.744,10.01,4.595,20.49,"Traditional 1","UAMMW"
"393","PW1MMW16","1/31/2016 7:20",8.42,0.744,10.05,4.529,20.63,"Traditional 1","UAMMW"
"394","PW1MMW16","1/31/2016 7:30",8.01,0.739,10.12,4.475,21.09,"Traditional 1","UAMMW"
"395","PW1MMW16","1/31/2016 7:40",7.94,0.737,10.25,4.428,21.09,"Traditional 1","UAMMW"
"396","PW1MMW16","1/31/2016 7:50",7.983,0.737,10.48,4.402,21.09,"Traditional 1","UAMMW"
"397","PW1MMW16","1/31/2016 8:00",8.02,0.739,10.77,4.413,21.3,"Traditional 1","UAMMW"
"398","PW1MMW16","1/31/2016 8:10",7.967,0.741,11.1,4.452,21.3,"Traditional 1","UAMMW"
"399","PW1MMW16","1/31/2016 8:20",8.02,0.742,11.44,4.501,21.51,"Traditional 1","UAMMW"
"400","PW1MMW16","1/31/2016 8:30",7.968,0.744,11.79,4.605,21.51,"Traditional 1","UAMMW"
"401","PW1MMW16","1/31/2016 8:40",8.02,0.746,12.13,4.725,21.73,"Traditional 1","UAMMW"
"402","PW1MMW16","1/31/2016 8:50",7.97,0.748,12.43,4.897,21.73,"Traditional 1","UAMMW"
"403","PW1MMW16","1/31/2016 9:00",8.02,0.749,12.74,5.097,21.96,"Traditional 1","UAMMW"
"404","PW1MMW16","1/31/2016 9:10",7.978,0.748,13,5.335,21.96,"Traditional 1","UAMMW"
"405","PW1MMW16","1/31/2016 9:20",8.01,0.748,13.23,5.613,22.17,"Traditional 1","UAMMW"
"406","PW1MMW16","1/31/2016 9:30",7.993,0.749,13.43,5.919,22.17,"Traditional 1","UAMMW"
"407","PW1MMW16","1/31/2016 9:40",7.998,0.75,13.59,6.271,22.36,"Traditional 1","UAMMW"
"408","PW1MMW16","1/31/2016 9:50",8.02,0.752,13.72,6.658,22.46,"Traditional 1","UAMMW"
"409","PW1MMW16","1/31/2016 10:00",7.979,0.753,13.96,7.045,22.56,"Traditional 1","UAMMW"
"410","PW1MMW16","1/31/2016 10:10",8.01,0.757,14.04,7.469,22.77,"Traditional 1","UAMMW"
"411","PW1MMW16","1/31/2016 10:20",7.99,0.756,14,7.885,22.77,"Traditional 1","UAMMW"
"412","PW1MMW16","1/31/2016 10:30",7.998,0.758,13.96,8.33,22.97,"Traditional 1","UAMMW"
"413","PW1MMW16","1/31/2016 10:40",8.01,0.759,13.91,8.78,23.01,"Traditional 1","UAMMW"
"414","PW1MMW16","1/31/2016 10:50",7.982,0.765,13.7,9.23,23.18,"Traditional 1","UAMMW"
"415","PW1MMW16","1/31/2016 11:00",8.01,0.769,13.56,9.71,23.37,"Traditional 1","UAMMW"
"416","PW1MMW16","1/31/2016 11:10",8.01,0.767,13.87,10.17,23.38,"Traditional 1","UAMMW"
"417","PW1MMW16","1/31/2016 11:20",7.989,0.771,13.93,10.63,23.56,"Traditional 1","UAMMW"
"418","PW1MMW16","1/31/2016 11:30",8,0.772,13.98,11.09,23.77,"Traditional 1","UAMMW"
"419","PW1MMW16","1/31/2016 11:40",8.01,0.772,13.91,11.56,23.98,"Traditional 1","UAMMW"
"420","PW1MMW16","1/31/2016 11:50",7.997,0.773,13.88,12.02,23.98,"Traditional 1","UAMMW"
"421","PW1MMW16","1/31/2016 12:00",7.999,0.771,13.92,12.51,24.18,"Traditional 1","UAMMW"
"422","PW1MMW16","1/31/2016 12:10",8,0.772,14.02,12.97,24.37,"Traditional 1","UAMMW"
"423","PW1MMW16","1/31/2016 12:20",8,0.77,13.89,13.43,24.56,"Traditional 1","UAMMW"
"424","PW1MMW16","1/31/2016 12:30",8.01,0.776,13.95,13.88,24.76,"Traditional 1","UAMMW"
"425","PW1MMW16","1/31/2016 12:40",8.01,0.778,14.17,14.34,24.95,"Traditional 1","UAMMW"
"426","PW1MMW16","1/31/2016 12:50",8.01,0.78,14.62,14.76,25.13,"Traditional 1","UAMMW"
"427","PW1MMW16","1/31/2016 13:00",8.01,0.778,14.34,15.13,25.37,"Traditional 1","UAMMW"
"428","PW1MMW16","1/31/2016 13:10",8.01,0.777,14.45,15.46,25.71,"Traditional 1","UAMMW"
"429","PW1MMW16","1/31/2016 13:20",8,0.776,14.56,15.81,25.91,"Traditional 1","UAMMW"
"430","PW1MMW16","1/31/2016 13:30",8.01,0.774,14.68,16.12,26.11,"Traditional 1","UAMMW"
"431","PW1MMW16","1/31/2016 13:40",8.01,0.781,14.87,16.45,26.3,"Traditional 1","UAMMW"
"432","PW1MMW16","1/31/2016 13:50",8.02,0.781,14.87,16.7,26.65,"Traditional 1","UAMMW"
"433","PW1MMW16","1/31/2016 14:00",8,0.779,14.9,16.9,26.91,"Traditional 1","UAMMW"
"434","PW1MMW16","1/31/2016 14:10",8.01,0.777,15.08,17.04,27.11,"Traditional 1","UAMMW"
"435","PW1MMW16","1/31/2016 14:20",8.01,0.774,15.26,17.18,27.32,"Traditional 1","UAMMW"
"436","PW1MMW16","1/31/2016 14:30",8.01,0.78,15.14,17.32,27.72,"Traditional 1","UAMMW"
"437","PW1MMW16","1/31/2016 14:40",8,0.785,15.32,17.43,27.91,"Traditional 1","UAMMW"
"438","PW1MMW16","1/31/2016 14:50",8.01,0.785,15.44,17.47,28.11,"Traditional 1","UAMMW"
"439","PW1MMW16","1/31/2016 15:00",8.02,0.783,15.63,17.51,28.3,"Traditional 1","UAMMW"
"440","PW1MMW16","1/31/2016 15:10",8.01,0.78,15.16,17.51,28.69,"Traditional 1","UAMMW"
"441","PW1MMW16","1/31/2016 15:20",8,0.749,14.92,17.47,28.89,"Traditional 1","UAMMW"
"442","PW1MMW16","1/31/2016 15:30",8.01,0.785,15.07,17.39,29.08,"Traditional 1","UAMMW"
"443","PW1MMW16","1/31/2016 15:40",8.01,0.785,15.18,17.33,29.26,"Traditional 1","UAMMW"
"444","PW1MMW16","1/31/2016 15:50",8.01,0.786,15.07,17.26,29.45,"Traditional 1","UAMMW"
"445","PW1MMW16","1/31/2016 16:00",8.01,0.784,15,17.19,29.65,"Traditional 1","UAMMW"
"446","PW1MMW16","1/31/2016 16:10",8.01,0.783,14.73,17.09,29.83,"Traditional 1","UAMMW"
"447","PW1MMW16","1/31/2016 16:20",8,0.78,14.38,16.99,30.02,"Traditional 1","UAMMW"
"448","PW1MMW16","1/31/2016 16:30",8,0.778,14.05,16.87,30.2,"Traditional 1","UAMMW"
"449","PW1MMW16","1/31/2016 16:40",8,0.727,13.8,16.71,30.37,"Traditional 1","UAMMW"
"450","PW1MMW16","1/31/2016 16:50",8,0.697,13.37,16.52,30.54,"Traditional 1","UAMMW"
"451","PW1MMW16","1/31/2016 17:00",8.01,0.693,13.03,16.32,30.72,"Traditional 1","UAMMW"
"452","PW1MMW16","1/31/2016 17:10",8.01,0.689,12.76,16.1,30.72,"Traditional 1","UAMMW"
"453","PW1MMW16","1/31/2016 17:20",7.987,0.682,12.31,15.84,30.89,"Traditional 1","UAMMW"
"454","PW1MMW16","1/31/2016 17:30",8.01,0.669,11.85,15.58,30.89,"Traditional 1","UAMMW"
"455","PW1MMW16","1/31/2016 17:40",7.989,0.664,11.47,15.39,31.05,"Traditional 1","UAMMW"
"456","PW1MMW16","1/31/2016 17:50",7.993,0.663,11.04,15.2,31.05,"Traditional 1","UAMMW"
"457","PW1MMW16","1/31/2016 18:00",8.03,0.664,10.62,15.02,31.05,"Traditional 1","UAMMW"
"458","PW1MMW16","1/31/2016 18:10",7.98,0.662,10.22,14.8,31.21,"Traditional 1","UAMMW"
"459","PW1MMW16","1/31/2016 18:20",7.977,0.661,9.87,14.64,31.21,"Traditional 1","UAMMW"
"460","PW1MMW16","1/31/2016 18:30",8,0.661,9.57,14.5,31.21,"Traditional 1","UAMMW"
"461","PW1MMW16","1/31/2016 18:40",8.03,0.66,9.32,14.36,31.21,"Traditional 1","UAMMW"
"462","PW1MMW16","1/31/2016 18:50",8.05,0.66,9.12,14.23,31.21,"Traditional 1","UAMMW"
"463","PW1MMW16","1/31/2016 19:00",8.07,0.661,8.95,14.09,31.21,"Traditional 1","UAMMW"
"464","PW1MMW16","1/31/2016 19:10",8.09,0.668,8.8,13.9,31.21,"Traditional 1","UAMMW"
"465","PW1MMW16","1/31/2016 19:20",8.11,0.673,8.69,13.71,31.21,"Traditional 1","UAMMW"
"466","PW1MMW16","1/31/2016 19:30",8.13,0.672,8.61,13.55,31.21,"Traditional 1","UAMMW"
"467","PW1MMW16","1/31/2016 19:40",8.14,0.675,8.52,13.39,31.21,"Traditional 1","UAMMW"
"468","PW1MMW16","1/31/2016 19:50",8.16,0.676,8.48,13.24,31.21,"Traditional 1","UAMMW"
"469","PW1MMW16","1/31/2016 20:00",8.17,0.677,8.46,13.1,31.21,"Traditional 1","UAMMW"
"470","PW1MMW16","1/31/2016 20:10",8.18,0.677,8.46,12.98,31.21,"Traditional 1","UAMMW"
"471","PW1MMW16","1/31/2016 20:20",8.19,0.678,8.45,12.86,31.21,"Traditional 1","UAMMW"
"472","PW1MMW16","1/31/2016 20:30",8.2,0.679,8.47,12.74,31.21,"Traditional 1","UAMMW"
"473","PW1MMW16","1/31/2016 20:40",8.21,0.68,8.48,12.61,31.21,"Traditional 1","UAMMW"
"474","PW1MMW16","1/31/2016 20:50",8.22,0.68,8.5,12.51,31.21,"Traditional 1","UAMMW"
"475","PW1MMW16","1/31/2016 21:00",8.23,0.68,8.52,12.42,31.21,"Traditional 1","UAMMW"
"476","PW1MMW16","1/31/2016 21:10",8.23,0.679,8.55,12.35,31.21,"Traditional 1","UAMMW"
"477","PW1MMW16","1/31/2016 21:20",8.24,0.68,8.57,12.28,31.21,"Traditional 1","UAMMW"
"478","PW1MMW16","1/31/2016 21:30",8.24,0.681,8.6,12.23,31.21,"Traditional 1","UAMMW"
"479","PW1MMW16","1/31/2016 21:40",8.25,0.681,8.62,12.18,31.21,"Traditional 1","UAMMW"
"480","PW1MMW16","1/31/2016 21:50",8.26,0.682,8.65,12.12,31.21,"Traditional 1","UAMMW"
"481","PW1MMW16","1/31/2016 22:00",8.26,0.683,8.67,12.07,31.21,"Traditional 1","UAMMW"
"482","PW1MMW16","1/31/2016 22:10",8.27,0.683,8.69,12.02,31.21,"Traditional 1","UAMMW"
"483","PW1MMW16","1/31/2016 22:20",8.28,0.683,8.71,11.97,31.21,"Traditional 1","UAMMW"
"484","PW1MMW16","1/31/2016 22:30",8.28,0.684,8.74,11.94,31.21,"Traditional 1","UAMMW"
"485","PW1MMW16","1/31/2016 22:40",8.28,0.684,8.63,11.89,31.21,"Traditional 1","UAMMW"
"486","PW1MMW16","1/31/2016 22:50",8.28,0.687,8.19,11.81,31.21,"Traditional 1","UAMMW"
"487","PW1MMW16","1/31/2016 23:00",8.27,0.687,8.14,11.76,31.21,"Traditional 1","UAMMW"
"488","PW1MMW16","1/31/2016 23:10",8.34,0.688,8.37,NA,31.21,"Traditional 1","UAMMW"
"489","PW1MMW16","1/31/2016 23:20",8.29,0.683,8.61,11.68,31.21,"Traditional 1","UAMMW"
"490","PW1MMW16","1/31/2016 23:30",8.27,0.682,8.64,11.59,31.21,"Traditional 1","UAMMW"
